Entry,species,domain,protein_name,protein_family,broad_function,solublempnn_score,esmif_score,mif_score,mifst_score,carp_640M_score,ESM2_15B_pppl_score,caliby_score,triflow_score,esm3_struct_cond_score,esm3_seq_only_score,progen2_score,progen2_XL_score,protgpt2_score,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,charge_per_residue,buffer_capacity,basic_residue_fraction,acidic_residue_fraction,gravy,aromaticity,hydrophobic_fraction,instability_index,proline_fraction,small_residue_fraction,helix_percent,sheet_percent,loop_percent,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,compactness,avg_plddt,soluble_caliby_score,deepstabp_tm,proteinmpnn_score,ProteinMPNN_v020_score,AlkSecMPNN_020_score,AcidSecMPNN_020_score
P61247,Homo sapiens,Eukaryota,Small ribosomal subunit protein eS1,Eukaryotic ribosomal protein eS1 family,ribosomal,-1.990922451019287,-1.62442791100704,-1.9086670875549316,-0.2457486987113952,-0.2633812427520752,-1.665140214,1.37233,-1.519528,-0.992299,-1.065007,-0.3021339358705462,-0.1573161789865204,-1.185567451245857,264,113.42645946969697,9.752084159851073,19.9147344924367,0.075434600350139,2.296480493528634,0.2159090909090909,0.1212121212121212,-0.6178030303030303,0.0643939393939393,0.3636363636363636,27.835606060606057,0.0265151515151515,0.231060606060606,0.318181818181818,0.579545454545455,0.1022727272727269,0.897727272727273,-0.261363636363637,0.128482025221156,25.5219669342041,0.299242424242424,29.242488861084,83.2773106060606,1.396016,53.82743430676943,-2.0148768424987793,-2.0148768424987793,-2.0222060680389404,-1.922746658325195
P61258,Macaca fascicularis,Eukaryota,Proliferating cell nuclear antigen,PCNA family,DNA-binding,-1.69326651096344,-1.16695547286578,-1.5902588367462158,-0.9755308628082277,-1.1855422258377075,-0.881173835,1.716309,-1.323606,-0.906154,-0.949379,-1.011385629003532,-0.4082341102804717,-2.367111966071001,261,110.22405172413792,4.5732313156127935,-17.235771388164945,-0.0660374382688312,1.9230639039541728,0.1034482758620689,0.1570881226053639,-0.0946360153256705,0.0613026819923371,0.4176245210727969,45.154022988505744,0.0268199233716475,0.2681992337164751,0.283524904214559,0.651340996168582,0.065134099616859,0.934865900383141,-0.367816091954023,0.181223759377796,18.9527702331543,0.298850574712644,19.9108390808105,94.177816091954,1.737231,51.637574670864126,-1.677943468093872,-1.677943468093872,-1.8145960569381712,-1.7535487413406372
P61313,Homo sapiens,Eukaryota,Large ribosomal subunit protein eL15,Eukaryotic ribosomal protein eL15 family,ribosomal,-1.964976906776428,-1.60259186987783,-1.880919098854065,-0.3610444962978363,-0.3733152449131012,-0.015757366,1.430376,-1.814438,-0.721984,-0.755385,-0.4675347571279488,-0.1241688447840073,-1.3301819446040135,204,118.36162549019608,11.615800666809085,39.434632331009205,0.1933070212304372,3.3782075531942297,0.2990196078431372,0.0539215686274509,-0.9303921568627452,0.1029411764705882,0.3529411764705882,51.45392156862743,0.0441176470588235,0.2401960784313725,0.465686274509804,0.436274509803922,0.0980392156862739,0.901960784313726,0.0294117647058819,0.135764168681171,19.3967876434326,0.299019607843137,20.9675006866455,96.0185784313726,1.477965,52.11955943979563,-1.9490026235580444,-1.9490026235580444,-2.138927698135376,-1.9274321794509888
P61314,Rattus norvegicus,Eukaryota,Large ribosomal subunit protein eL15,Eukaryotic ribosomal protein eL15 family,ribosomal,-1.9657957553863523,-1.64210899203431,-1.8810043334960935,-0.357537031173706,-0.3733152449131012,-0.015757366,1.427964,-1.577811,-0.734147,-0.755385,-0.4675347571279488,-0.1241688447840073,-1.3301819446040135,204,118.36162549019608,11.615800666809085,39.434632331009205,0.1933070212304372,3.3782075531942297,0.2990196078431372,0.0539215686274509,-0.9303921568627452,0.1029411764705882,0.3529411764705882,51.45392156862743,0.0441176470588235,0.2401960784313725,0.470588235294118,0.416666666666667,0.112745098039215,0.8872549019607849,0.0539215686274509,0.134722673599827,19.3292255401611,0.299019607843137,20.9007759094238,96.0055392156863,1.47617,52.11955943979563,-1.9275060892105105,-1.9275060892105105,-2.0960264205932617,-1.9582273960113523
P61368,Hydra vulgaris,Eukaryota,Large ribosomal subunit protein eL15,Eukaryotic ribosomal protein eL15 family,ribosomal,-2.024763345718384,-1.70889057832606,-1.9998068809509275,-0.5277591943740845,-0.5332303047180176,-0.271023451,1.386564,-2.029658,-0.833652,-0.84769,-0.7900994992723652,-0.2958582896812289,-1.8784345739028032,204,117.611018627451,11.52947750091553,39.34548014055662,0.192870000689003,3.148394802649591,0.2941176470588235,0.0539215686274509,-0.8789215686274511,0.1029411764705882,0.3480392156862745,50.61568627450979,0.034313725490196,0.2549019607843137,0.480392156862745,0.42156862745098,0.098039215686275,0.901960784313725,0.0588235294117649,0.135846603834904,19.2589130401611,0.299019607843137,20.8213443756104,95.7892647058824,1.425036,49.275924353114675,-1.9887405633926392,-1.9887405633926392,-2.1797375679016113,-2.041719675064087
P61485,Danio rerio,Eukaryota,Large ribosomal subunit protein eL42,Eukaryotic ribosomal protein eL42 family,ribosomal,-2.069236516952514,-1.79714461992372,-2.094568967819214,-0.0608534291386604,-0.0656135827302932,-1.702195465,1.243376,-1.700343,-0.373634,-0.35738,-0.563001128862489,-0.2264975421833542,-1.977156009314195,106,118.18689716981132,10.543240165710449,27.69608394367718,0.2612838107894074,1.549088439735533,0.3490566037735849,0.0566037735849056,-1.2424528301886792,0.0754716981132075,0.2547169811320754,49.24433962264151,0.0377358490566037,0.1886792452830188,0.160377358490566,0.773584905660377,0.066037735849057,0.933962264150943,-0.613207547169811,0.31410662276814,19.5435485839844,0.30188679245283,21.2377109527588,94.9379245283019,1.316889,54.38182437603552,-2.070847272872925,-2.070847272872925,-2.164773941040039,-2.13325572013855
P61486,Takifugu rubripes,Eukaryota,Large ribosomal subunit protein eL42,Eukaryotic ribosomal protein eL42 family,ribosomal,-2.0337071418762207,-1.83336236341944,-2.0854101181030273,-0.0613867454230785,-0.0656135827302932,-1.702195465,1.245252,-1.79141,-0.381443,-0.35738,-0.563001128862489,-0.2264975421833542,-1.977156009314195,106,118.18689716981132,10.543240165710449,27.69608394367718,0.2612838107894074,1.549088439735533,0.3490566037735849,0.0566037735849056,-1.2424528301886792,0.0754716981132075,0.2547169811320754,49.24433962264151,0.0377358490566037,0.1886792452830188,0.160377358490566,0.773584905660377,0.066037735849057,0.933962264150943,-0.613207547169811,0.31410662276814,19.5477199554443,0.30188679245283,21.2433185577393,95.2085849056604,1.31789,54.38182437603552,-2.0529398918151855,-2.0529398918151855,-2.1124625205993652,-2.1550374031066895
P61795,Pongo abelii,Eukaryota,NADH-ubiquinone oxidoreductase chain 4L,Complex I subunit 4L family,translocase,-2.7074496746063232,-1.92190255924147,-2.3789737224578857,-1.025153636932373,-1.0670429468154907,-0.425803035,0.866717,-2.133982,-1.143188,-1.275979,-2.761684495575574,-1.030589045310507,-3.177119663783482,98,110.02140612244898,5.265018653869628,-2.352264225256251,-0.0240026961760841,1.077008380517645,0.0306122448979591,0.0306122448979591,1.1857142857142855,0.0714285714285714,0.5918367346938775,50.19081632653061,0.0204081632653061,0.2755102040816326,0.76530612244898,0.0918367346938775,0.1428571428571425,0.8571428571428575,0.6734693877551025,0.156062424969988,15.8356637954712,0.306122448979592,16.9380702972412,89.4802040816327,0.859468,51.04975141674334,-2.419296979904175,-2.419296979904175,-2.3757340908050537,-2.5210988521575928
P61829,Saccharomyces cerevisiae,Eukaryota,"ATP synthase subunit 9, mitochondrial",ATPase C chain family,lyase,-2.4037671089172363,-0.884849949886924,-1.5629390478134155,-0.8382974863052368,-1.1637699604034424,-0.738481327,1.208403,-1.354673,-0.767691,-0.899921,-2.4914181357935856,-1.6565397162186473,-3.2794667294150903,76,102.09663815789474,7.934075736999513,0.4913779174583861,0.0064654989139261,0.4896035114049424,0.0394736842105263,0.0263157894736842,1.4460526315789473,0.0921052631578947,0.631578947368421,13.06578947368421,0.0263157894736842,0.3684210526315789,0.921052631578947,0.0,0.0789473684210529,0.921052631578947,0.921052631578947,0.268105263157895,16.2151947021484,0.302631578947368,17.8092880249023,95.3172368421053,1.038332,52.820512607420554,-2.0350868701934814,-2.0350868701934814,-2.158970594406128,-2.0294487476348877
P61851,Drosophila melanogaster,Eukaryota,Superoxide dismutase [Cu-Zn],Cu-Zn superoxide dismutase family,oxidoreductase,-1.2231004238128662,-1.03421040453942,-1.1080620288848877,-0.6699540019035339,-1.0692520141601562,-1.124134818,2.171652,-1.164234,-0.792918,-0.876965,-1.4381164351319955,-1.0786232543147467,-2.7258735606872957,153,102.6038496732026,5.673293113708497,-5.828085461422896,-0.0380920618393653,2.764323320040754,0.130718954248366,0.1176470588235294,-0.1163398692810457,0.0457516339869281,0.3660130718954248,19.2516339869281,0.0326797385620915,0.3529411764705882,0.0326797385620915,0.843137254901961,0.1241830065359475,0.8758169934640525,-0.8104575163398695,0.299532365247354,13.6656503677368,0.300653594771242,13.9824934005737,97.7186274509804,2.160745,47.286244664019954,-1.245093822479248,-1.245093822479248,-1.3550368547439575,-1.307416319847107
P61859,Neurospora crassa,Eukaryota,Calmodulin,Calmodulin family,calcium_binding,-1.6316291093826294,-0.5958179243459,-1.528656005859375,-0.2565834522247314,-0.2737734615802765,-0.748896036,1.862962,-1.554838,-0.548404,-0.583073,-0.3517426868413119,-0.225174155011273,-1.1896706395501258,149,114.07061610738252,4.11414279937744,-23.346838897147048,-0.1566901939405842,1.0568803355706518,0.1073825503355704,0.2550335570469799,-0.7469798657718121,0.0671140939597315,0.3557046979865771,33.553691275167786,0.0134228187919463,0.2348993288590604,0.718120805369127,0.120805369127517,0.1610738255033559,0.8389261744966441,0.59731543624161,0.0941303605960641,20.4864311218262,0.302013422818792,21.2975921630859,83.8060402684564,1.910157,50.3588321965969,-1.6416808366775513,-1.6416808366775513,-1.7879468202590942,-1.772839069366455
P61879,Pyrococcus furiosus,Archaea,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH),Glyceraldehyde-3-phosphate dehydrogenase family,oxidoreductase,-1.359137773513794,-0.992787526753134,-1.2043673992156982,-1.0181918144226074,-1.716745138168335,-0.853302377,1.900915,-0.893489,-0.88016,-1.108081,-1.592166375257298,-1.1279053830814934,-2.874422907115457,334,112.0826511976048,5.97488079071045,-3.924233417415529,-0.0117492018485494,2.594800487290808,0.1467065868263473,0.1407185628742515,-0.1898203592814371,0.0838323353293413,0.4431137724550898,23.803622754491013,0.0389221556886227,0.2425149700598802,0.437125748502994,0.479041916167665,0.0838323353293409,0.916167664670659,-0.0419161676646709,0.137913393396693,18.8808135986328,0.29940119760479,19.8462162017822,98.3132634730539,1.961599,77.60221317538254,-1.3807740211486816,-1.3807740211486816,-1.5092192888259888,-1.4406758546829224
P61883,Pyrococcus furiosus,Archaea,Phosphoglycerate kinase,Phosphoglycerate kinase family,transferase,-1.28422749042511,-0.630345712056974,-0.9301132559776306,-0.8431044220924377,-1.4516218900680542,-0.930314154,2.070336,-0.741119,-0.947626,-1.226255,-1.6561544278772866,-1.0512460103849086,-2.5478462033155487,410,112.74117804878048,6.026206398010253,-3.900157821921553,-0.0095125800534672,2.799546278944998,0.1512195121951219,0.1463414634146341,-0.0619512195121951,0.1048780487804878,0.4463414634146341,31.393926829268295,0.0317073170731707,0.2463414634146341,0.546341463414634,0.368292682926829,0.085365853658537,0.9146341463414628,0.1780487804878049,0.12884129574568,22.0949668884277,0.3,23.2513389587402,96.7304634146342,2.145164,72.09260395232194,-1.2674715518951416,-1.2674715518951416,-1.401023030281067,-1.3168402910232544
P61885,Pyrococcus furiosus,Archaea,Small ribosomal subunit protein uS10,Universal ribosomal protein uS10 family,ribosomal,-1.8084213733673096,-1.17828451418409,-1.5278609991073608,-1.119221806526184,-1.4660948514938354,-0.855258371,1.616036,-1.256986,-0.734074,-0.96323,-2.5388476801853552,-1.308030969956342,-3.5589731253829657,102,115.18163039215686,10.227474021911618,4.613413594599873,0.0452295450450967,0.8354849742508499,0.2058823529411765,0.1470588235294117,-0.5205882352941177,0.0196078431372549,0.4215686274509804,55.92450980392157,0.0490196078431372,0.2352941176470588,0.303921568627451,0.676470588235294,0.0196078431372549,0.9803921568627452,-0.372549019607843,0.432324386065106,17.0441303253174,0.303921568627451,19.1894626617432,92.2112745098039,1.661455,67.47775458045858,-1.754016637802124,-1.754016637802124,-1.7716761827468872,-1.7199348211288452
P61911,Rhodopseudomonas palustris,Bacteria,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase),DUTPase family,hydrolase,-1.6404123306274414,-0.776983261108398,-1.4081462621688845,-0.8055631518363953,-0.9612683653831482,-0.977702378,1.781696,-1.424796,-0.678134,-0.800051,-1.319415945755808,-0.9509024369089228,-2.353226109554893,152,105.27060328947368,6.974905967712403,-0.0401011745614674,-0.0002638235168517,1.7824120322017238,0.1184210526315789,0.0855263157894736,0.0052631578947368,0.0460526315789473,0.4868421052631579,36.34078947368418,0.0855263157894736,0.3421052631578947,0.111842105263158,0.809210526315789,0.0789473684210529,0.921052631578947,-0.6973684210526311,0.266654253558424,17.4885711669922,0.302631578947368,18.9330348968506,95.5159868421053,1.821294,54.75693273403899,-1.6210895776748655,-1.6210895776748655,-1.707832098007202,-1.525529146194458
P61929,Methanosarcina acetivorans,Archaea,Small ribosomal subunit protein uS10,Universal ribosomal protein uS10 family,ribosomal,-1.969731092453003,-1.34918108173445,-1.7132529020309448,-1.174963355064392,-1.5136455297470093,-0.744246381,1.54829,-1.53313,-0.827226,-1.153655,-2.7580560422411153,-1.1847689759497548,-3.599683873793658,102,111.38365392156862,9.797340965270994,4.678617703304457,0.0458688010127888,1.08074102325467,0.1862745098039215,0.1176470588235294,-0.3578431372549019,0.0196078431372549,0.4411764705882353,42.48529411764705,0.0686274509803921,0.2352941176470588,0.294117647058823,0.676470588235294,0.029411764705883,0.9705882352941172,-0.382352941176471,0.425451368666278,16.9422645568848,0.303921568627451,19.0780296325684,91.3639215686275,1.570207,67.2947922248454,-1.900916576385498,-1.900916576385498,-1.9700095653533936,-1.8025273084640503
P61960,Homo sapiens,Eukaryota,Ubiquitin-fold modifier 1,UFM1 family,other,-1.7621424198150637,-1.23176179773667,-1.5382519960403442,-0.2082888633012771,-0.1483899801969528,-2.264824703,1.732501,-1.527701,-1.254244,-1.958662,-2.627464204676011,-0.4777135512408088,-2.2684466193704043,85,107.26429529411764,9.358246803283691,2.585199009816286,0.0304141059978386,0.800546530470263,0.1294117647058823,0.0823529411764705,0.0894117647058823,0.0705882352941176,0.4823529411764706,25.308235294117637,0.0823529411764705,0.3294117647058823,0.258823529411765,0.611764705882353,0.129411764705882,0.870588235294118,-0.352941176470588,0.300062578222778,11.7555122375488,0.305882352941176,12.2343683242798,91.4796470588235,1.729233,52.640314727092374,-1.657252073287964,-1.657252073287964,-1.838399052619934,-1.5801047086715698
P61961,Mus musculus,Eukaryota,Ubiquitin-fold modifier 1,UFM1 family,other,-1.747495412826538,-1.227759327608,-1.4590555429458618,-0.200967252254486,-0.1483899801969528,-2.264824703,1.766425,-1.413151,-1.236378,-1.958662,-2.627464204676011,-0.4777135512408088,-2.2684466193704043,85,107.26429529411764,9.358246803283691,2.585199009816286,0.0304141059978386,0.800546530470263,0.1294117647058823,0.0823529411764705,0.0894117647058823,0.0705882352941176,0.4823529411764706,25.308235294117637,0.0823529411764705,0.3294117647058823,0.258823529411765,0.611764705882353,0.129411764705882,0.870588235294118,-0.352941176470588,0.301939924906133,11.7937841415405,0.305882352941176,12.2923049926758,91.7467058823529,1.773513,52.640314727092374,-1.6915651559829712,-1.6915651559829712,-1.785603642463684,-1.6150225400924685
P61970,Homo sapiens,Eukaryota,Nuclear transport factor 2,Pfam:NTF2,structural,-1.9529685974121096,-1.29902348555918,-1.7121996879577637,-1.494346261024475,-1.9003576040267944,-0.03419584,1.422422,-1.533894,-1.246639,-1.893382,-1.7321514219749632,-0.5294263944851132,-3.093912680318037,127,114.00257244094487,5.095922660827636,-6.080038892982474,-0.0478743219919879,1.8966599216694735,0.1023622047244094,0.1102362204724409,-0.2007874015748031,0.1102362204724409,0.4330708661417323,31.159055118110235,0.0393700787401574,0.2283464566929133,0.330708661417323,0.598425196850394,0.070866141732283,0.929133858267717,-0.2677165354330709,0.191058998060025,14.0917825698853,0.299212598425197,14.6302347183228,95.0566141732284,1.396918,49.05099586546747,-1.9436771869659424,-1.9436771869659424,-2.0873842239379883,-1.9186681509017944
P61971,Mus musculus,Eukaryota,Nuclear transport factor 2,Pfam:NTF2,signaling,-1.9227403402328491,-1.27451054130014,-1.665380835533142,-1.5054551362991333,-1.9003576040267944,-0.03419584,1.430684,-1.663402,-1.169063,-1.893382,-1.7321514219749632,-0.5294263944851132,-3.093912680318037,127,114.00257244094487,5.095922660827636,-6.080038892982474,-0.0478743219919879,1.8966599216694735,0.1023622047244094,0.1102362204724409,-0.2007874015748031,0.1102362204724409,0.4330708661417323,31.159055118110235,0.0393700787401574,0.2283464566929133,0.330708661417323,0.598425196850394,0.070866141732283,0.929133858267717,-0.2677165354330709,0.190585665842864,14.1165962219238,0.299212598425197,14.6600475311279,95.033779527559,1.413908,49.05099586546747,-1.9302328824996948,-1.9302328824996948,-2.1072843074798584,-1.879902720451355
P61972,Rattus norvegicus,Eukaryota,Nuclear transport factor 2,Pfam:NTF2,structural,-1.936067819595337,-1.28856604868971,-1.680322527885437,-1.5036487579345703,-1.9003576040267944,-0.03419584,1.427672,-1.870177,-1.155289,-1.893382,-1.7321514219749632,-0.5294263944851132,-3.093912680318037,127,114.00257244094487,5.095922660827636,-6.080038892982474,-0.0478743219919879,1.8966599216694735,0.1023622047244094,0.1102362204724409,-0.2007874015748031,0.1102362204724409,0.4330708661417323,31.159055118110235,0.0393700787401574,0.2283464566929133,0.330708661417323,0.598425196850394,0.070866141732283,0.929133858267717,-0.2677165354330709,0.190596662781773,14.1092319488525,0.299212598425197,14.6514291763306,95.0790551181102,1.413745,49.05099586546747,-1.9163813591003416,-1.9163813591003416,-2.0778515338897705,-1.8670004606246948
P61995,Pyrococcus furiosus,Archaea,Small ribosomal subunit protein uS12,Universal ribosomal protein uS12 family,ribosomal,-1.606131076812744,-1.31803167433966,-1.425434947013855,-0.9398539066314696,-1.307303547859192,-0.776407633,1.693934,-1.316185,-0.897827,-1.047677,-1.643946848759035,-1.2457198577673256,-3.313381480521896,147,111.8251918367347,10.550976371765138,21.587332047593055,0.146852598963218,0.9871637730103018,0.2653061224489796,0.108843537414966,-0.6557823129251701,0.0476190476190476,0.4013605442176871,23.09931972789113,0.0612244897959183,0.2176870748299319,0.312925170068027,0.619047619047619,0.068027210884354,0.931972789115646,-0.3061224489795919,0.143246524198905,20.4085636138916,0.299319727891156,22.6955184936523,94.6938775510204,1.741569,69.00095451435023,-1.64466655254364,-1.64466655254364,-1.8008266687393188,-1.6682811975479126
P62000,Pyrococcus furiosus,Archaea,TATA-box-binding protein,TBP family,DNA-binding,-1.383527398109436,-0.661119031656475,-1.1204931735992432,-0.8373360633850098,-1.4825048446655271,-1.287254985,2.053794,-1.118828,-0.943452,-1.357651,-1.98328739186232,-1.8292547895022089,-2.934511514234293,191,111.5786670157068,5.031410408020019,-6.407275197109005,-0.0335459434403612,1.2619647673973784,0.1361256544502617,0.1623036649214659,-0.025130890052356,0.0680628272251308,0.4659685863874345,36.189528795811505,0.0471204188481675,0.1989528795811518,0.329842931937173,0.602094240837696,0.068062827225131,0.9319371727748692,-0.272251308900523,0.184357742236248,19.8111686706543,0.298429319371728,21.2222900390625,93.7915706806283,2.076508,72.98561928987364,-1.409977912902832,-1.409977912902832,-1.5573283433914185,-1.381015658378601
P62011,Pyrococcus horikoshii,Archaea,Small ribosomal subunit protein uS11,Universal ribosomal protein uS11 family,ribosomal,-1.6529345512390137,-1.15064835374373,-1.456754446029663,-0.6531050205230713,-0.8621870279312134,-1.132708449,1.803872,-1.38132,-0.570966,-0.677371,-1.11529919700901,-0.9238002804944117,-2.8998958838247035,137,107.62571167883212,10.309219932556148,9.86682239143078,0.0720206013973049,1.5828410067114698,0.2043795620437956,0.1021897810218978,-0.5087591240875913,0.0364963503649635,0.4087591240875912,55.205109489051075,0.0583941605839416,0.3503649635036496,0.313868613138686,0.525547445255474,0.1605839416058398,0.8394160583941601,-0.211678832116788,0.216466983039305,16.2706718444824,0.299270072992701,18.3453254699707,91.9797810218978,1.802409,69.85484404357227,-1.5894852876663208,-1.5894852876663208,-1.765454649925232,-1.6523241996765137
P62013,Pyrococcus horikoshii,Archaea,Small ribosomal subunit protein uS14,Universal ribosomal protein uS14 family,ribosomal,-1.7689208984375,-1.57847458975656,-1.6932694911956787,-1.0860203504562378,-1.343641996383667,-1.61339302,1.631494,-1.272082,-1.183946,-1.408729,-2.9135096413748607,-2.297551018851144,-2.857891627720424,56,118.32004107142858,10.55007381439209,12.636998059218216,0.2256606796288967,1.1763514262038512,0.3214285714285714,0.0535714285714285,-0.7107142857142857,0.1071428571428571,0.3571428571428571,25.05178571428571,0.0535714285714285,0.1785714285714285,0.321428571428571,0.535714285714286,0.142857142857143,0.857142857142857,-0.214285714285715,0.152917505030181,14.2075271606445,0.303571428571428,16.1537322998047,87.7894642857143,1.749968,72.16028469453407,-1.7677160501480105,-1.7677160501480105,-1.8693077564239504,-1.727749586105347
P62081,Homo sapiens,Eukaryota,Small ribosomal subunit protein eS7,Eukaryotic ribosomal protein eS7 family,ribosomal,-1.7825912237167358,-1.35498833410519,-1.6299865245819092,-0.0750918462872505,-0.0950151160359382,-0.001830345,1.622141,-1.396715,-0.922752,-0.996739,-0.6300728394813144,-0.1987998215193601,-2.224345099065722,194,114.0544417525773,10.09273509979248,14.876749135134933,0.0766842738924481,1.7475838120144278,0.2164948453608247,0.1185567010309278,-0.4587628865979381,0.0618556701030927,0.4175257731958763,39.68814432989689,0.0463917525773195,0.2061855670103092,0.443298969072165,0.5,0.056701030927835,0.9432989690721648,-0.056701030927835,0.113666402326196,17.3454647064209,0.298969072164948,18.3864459991455,87.2001030927835,1.603331,54.12357048812956,-1.751509666442871,-1.751509666442871,-1.7897499799728394,-1.809975504875183
P62082,Mus musculus,Eukaryota,Small ribosomal subunit protein eS7,Eukaryotic ribosomal protein eS7 family,ribosomal,-1.760062575340271,-1.33598248983167,-1.6346646547317505,-0.0776448920369148,-0.0950151160359382,-0.001830345,1.615739,-1.499687,-0.895758,-0.996739,-0.6300728394813144,-0.1987998215193601,-2.224345099065722,194,114.0544417525773,10.09273509979248,14.876749135134933,0.0766842738924481,1.7475838120144278,0.2164948453608247,0.1185567010309278,-0.4587628865979381,0.0618556701030927,0.4175257731958763,39.68814432989689,0.0463917525773195,0.2061855670103092,0.412371134020618,0.474226804123711,0.113402061855671,0.886597938144329,-0.061855670103093,0.116314287378414,17.3334579467773,0.298969072164948,18.3912944793701,87.2684536082474,1.59199,54.12356849211852,-1.74126398563385,-1.74126398563385,-1.8117941617965696,-1.7873777151107788
P62083,Rattus norvegicus,Eukaryota,Small ribosomal subunit protein eS7,Eukaryotic ribosomal protein eS7 family,ribosomal,-1.7208223342895508,-1.33024078054526,-1.5722312927246094,-0.0757115706801414,-0.0950151160359382,-0.001830345,1.632806,-1.331999,-0.939574,-0.996739,-0.6300728394813144,-0.1987998215193601,-2.224345099065722,194,114.0544417525773,10.09273509979248,14.876749135134933,0.0766842738924481,1.7475838120144278,0.2164948453608247,0.1185567010309278,-0.4587628865979381,0.0618556701030927,0.4175257731958763,39.68814432989689,0.0463917525773195,0.2061855670103092,0.412371134020618,0.489690721649485,0.097938144329897,0.902061855670103,-0.077319587628867,0.114753135371692,17.3354339599609,0.298969072164948,18.3913841247559,87.0537113402062,1.619385,54.12356849211852,-1.682167649269104,-1.682167649269104,-1.7741000652313232,-1.7687312364578247
P62084,Danio rerio,Eukaryota,Small ribosomal subunit protein eS7,Eukaryotic ribosomal protein eS7 family,ribosomal,-1.753531575202942,-1.32334994286606,-1.642999529838562,-0.2384788542985916,-0.2740213572978973,-0.184887355,1.602379,-1.402375,-0.942736,-1.023757,-0.7052616237365094,-0.3270269767525269,-2.128098320715206,194,114.68947061855673,10.092799568176268,14.96392332338952,0.0771336253782964,1.9870985726550767,0.2216494845360824,0.1185567010309278,-0.4335051546391753,0.0618556701030927,0.422680412371134,40.04484536082473,0.0463917525773195,0.2010309278350515,0.422680412371134,0.494845360824742,0.0824742268041239,0.917525773195876,-0.0721649484536079,0.113620478769876,17.2530956268311,0.298969072164948,18.2142887115479,89.6440721649484,1.604108,52.40942215846929,-1.7412207126617432,-1.7412207126617432,-1.783549666404724,-1.7860629558563232
P62144,Anas platyrhynchos,Eukaryota,Calmodulin,Calmodulin family,calcium_binding,-1.5187822580337524,-0.168677438825569,-1.454772710800171,-0.0077543370425701,-0.0068017053417861,-0.426624804,1.977645,-1.439139,-0.16037,-0.065653,-0.211830612797065,-0.1440671370333473,-1.1118894231399434,149,113.00280805369128,4.086916923522949,-24.34444849617931,-0.1633855603770423,1.0778773567545592,0.1006711409395973,0.2550335570469798,-0.6536912751677852,0.0671140939597315,0.3691275167785235,28.207382550335566,0.0134228187919463,0.2550335570469799,0.691275167785235,0.120805369127517,0.187919463087248,0.8120805369127521,0.570469798657718,0.0918553065635308,19.9789123535156,0.302013422818792,20.7436866760254,85.0328859060403,2.002642,50.971705389220745,-1.5683022737503052,-1.5683022737503052,-1.6572990417480469,-1.6362351179122925
P62149,Gallus gallus,Eukaryota,Calmodulin,Calmodulin family,calcium_binding,-1.516730546951294,-0.174380334431693,-1.457995057106018,-0.0075697097927331,-0.0068017053417861,-0.426624804,1.942057,-1.530815,-0.15977,-0.065653,-0.211830612797065,-0.1440671370333473,-1.1118894231399434,149,113.00280805369128,4.086916923522949,-24.34444849617931,-0.1633855603770423,1.0778773567545592,0.1006711409395973,0.2550335570469798,-0.6536912751677852,0.0671140939597315,0.3691275167785235,28.207382550335566,0.0134228187919463,0.2550335570469799,0.711409395973154,0.120805369127517,0.167785234899329,0.832214765100671,0.590604026845637,0.0932800951490952,20.2098655700684,0.302013422818792,21.0203723907471,85.3453020134228,1.98677,50.971705389220745,-1.6026872396469116,-1.6026872396469116,-1.6690685749053955,-1.6755588054656982
P62152,Drosophila melanogaster,Eukaryota,Calmodulin,Calmodulin family,calcium_binding,-1.5119415521621704,-0.19995849404559,-1.4514343738555908,-0.0430761612951755,-0.0460982359945774,-0.436878659,1.97678,-1.255678,-0.156707,-0.10986,-0.2567742366918781,-0.1490147225808777,-1.0766617947776846,149,112.8214302013423,4.086916923522949,-24.343449495180312,-0.163378855672351,1.0729768567055586,0.1006711409395973,0.2550335570469798,-0.6248322147651008,0.0671140939597315,0.3691275167785235,28.207382550335566,0.0134228187919463,0.261744966442953,0.704697986577181,0.120805369127517,0.174496644295302,0.825503355704698,0.5838926174496639,0.0933933678815167,20.442419052124,0.302013422818792,21.2982273101807,85.1212751677852,2.00185,50.23338689500001,-1.5564017295837402,-1.5564017295837402,-1.659571886062622,-1.5868722200393677
P62157,Bos taurus,Eukaryota,Calmodulin,Calmodulin family,calcium_binding,-1.568546175956726,-0.169833624922989,-1.449657678604126,-0.007837819866836,-0.0068017053417861,-0.426624804,1.946909,-1.559007,-0.158482,-0.065653,-0.211830612797065,-0.1440671370333473,-1.1118894231399434,149,113.00280805369128,4.086916923522949,-24.34444849617931,-0.1633855603770423,1.0778773567545592,0.1006711409395973,0.2550335570469798,-0.6536912751677852,0.0671140939597315,0.3691275167785235,28.207382550335566,0.0134228187919463,0.2550335570469799,0.711409395973154,0.120805369127517,0.167785234899329,0.832214765100671,0.590604026845637,0.0945801139247645,20.3283863067627,0.302013422818792,21.1689529418945,85.4056375838926,1.98673,50.971705389220745,-1.6160420179367063,-1.6160420179367063,-1.6655325889587402,-1.6548949480056765
