Entry,pdb_id,chain,domain,species_collapsed,species,protein_family,broad_function,resolution_A,resolved_len,seqres_len,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,acidic_residue_fraction,basic_residue_fraction,gravy,aromaticity,instability_index,proline_fraction,small_residue_fraction,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,caliby_score,carp_640M_score,proteinmpnn_score,solublempnn_score,AlkalineMPNN_score,AcidophileMPNN_score,ESM2_15B_pppl_score,esm3_struct_cond_score,esm3_seq_only_score,esmif_score,mif_score,mifst_score,progen2_XL_score,protgpt2_score,soluble_caliby_score,triflow_score
7Z6E_1,7Z6E,A,Eukaryota,Caenorhabditis elegans,Caenorhabditis elegans,Protein kinase superfamily,transferase,2.14,519,582,519,112.41774836223524,8.205487632751463,4.6064415226932525,0.1098265895953757,0.1387283236994219,-0.0761078998073218,0.0867052023121387,45.984219653179224,0.0423892100192678,0.2369942196531791,0.903660886319846,-0.4874759152215799,0.0984666308894196,23.690589904785156,0.3005780346820809,1.692632,-1.7282583713531494,-1.5870496034622192,-1.6199688911437988,-1.4604144096374512,-1.4525277614593506,-1.6237027645111084,-1.737729,-2.401433,-1.26359896209658,,,-1.7548331846850915,-3.0656467797898603,1.692632,-1.31284
3VPY_1,3VPY,A,Eukaryota,Arabidopsis thaliana,Arabidopsis thaliana,Pfam:PF00498,RNA-binding,1.7,145,145,145,119.38129862068972,6.43681125640869,-2.5489957146737474,0.1586206896551724,0.2206896551724138,-1.0565517241379303,0.096551724137931,44.34620689655173,0.0758620689655172,0.1655172413793103,0.896551724137931,-0.5793103448275863,0.202096394984326,15.314481735229492,0.3034482758620689,1.802521,-0.5766382813453674,-1.6814402341842651,-1.700281262397766,-1.5565314292907717,-1.587721824645996,-1.3914248943328855,-1.162947,-1.310505,-1.2152080667429956,-1.192591428756714,-0.411861389875412,-0.9469813905913256,-2.0579189958243536,1.802521,-4.095063
5LGB_1,5LGB,A,Eukaryota,Mus musculus,Mus musculus,Flavin monoamine oxidase family,oxidoreductase,1.8,456,497,456,110.15073750000026,5.533412361145018,-11.172580676217422,0.1140350877192982,0.1140350877192982,-0.0298245614035086,0.0964912280701754,41.68271929824561,0.0526315789473684,0.3048245614035088,0.9232456140350878,-0.0986842105263157,0.1912555779693135,22.460752487182617,0.300438596491228,1.866709,-1.6719924211502075,-1.4688128232955933,-1.446414351463318,-1.2670360803604126,-1.315157413482666,-1.2382999658584597,-1.359618,-1.73597,-1.1482470328347725,,,-1.4584563405890214,-2.3360568933319628,1.866709,-1.310282
1QG2_1,1QG2,A,Eukaryota,Canis lupus familiaris,Canis lupus familiaris,Small GTPase superfamily,GTPase,2.5,201,216,201,113.42326368159203,8.864999198913573,4.270633200289364,0.1094527363184079,0.1592039800995024,-0.2059701492537314,0.1094527363184079,20.465671641791037,0.0497512437810945,0.2139303482587064,0.8955223880597014,0.0895522388059701,0.191509557475779,15.401904106140137,0.2985074626865671,1.841257,-0.2935095429420471,-1.5899983644485474,-1.6668334007263184,-1.6547448635101318,-1.6296321153640747,-0.9032665491104126,-1.363142,-1.45173,-1.1018184832672575,-1.5647989511489868,-0.252680093050003,-0.2922741145043824,-1.5784811902402052,1.841257,-2.034791
3PUC_1,3PUC,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,0.96,98,99,98,104.06551224489785,9.174834251403809,3.8286337599185543,0.0918367346938775,0.1428571428571428,-0.2836734693877549,0.0612244897959183,32.95816326530612,0.0408163265306122,0.4285714285714286,0.9693877551020408,-0.5612244897959183,0.3628417404697728,13.278254508972168,0.3061224489795918,2.148202,-1.6290792226791382,-1.260084629058838,-1.3239558935165403,-1.2266395092010498,-1.2150357961654663,-1.3288249969482422,-1.182105,-1.56019,-1.0698439928950096,-0.983503520488739,-1.046889066696167,-0.6876757874780771,-3.2975333077566966,2.148202,-1.200547
9HVX_1,9HVX,A,Eukaryota,Toxoplasma gondii,Toxoplasma gondii,Protein kinase superfamily,transferase,2.1,323,350,323,113.7811260061921,8.390060615539554,2.9822479082121305,0.1083591331269349,0.1393188854489164,-0.0934984520123838,0.0928792569659442,35.11616099071207,0.0650154798761609,0.2198142414860681,0.910216718266254,0.0309597523219813,0.1104884325482358,18.879274368286133,0.3003095975232198,1.979481,-1.2994859218597412,-1.4833053350448608,-1.478809118270874,-1.3910176753997805,-1.3886573314666748,-1.587323784828186,-1.158336,-1.314996,,,,-1.6658956332841526,-2.093858464952593,1.979481,-1.273602
2J23_1,2J23,A,Eukaryota,Malassezia sympodialis,Malassezia sympodialis,Thioredoxin family,other,1.41,115,121,115,109.68888173913032,6.55065975189209,-0.8163202011465636,0.1043478260869565,0.1391304347826087,-0.1347826086956522,0.0956521739130434,16.81573913043477,0.0521739130434782,0.2695652173913043,0.991304347826087,0.0695652173913043,0.2743372216330859,13.11690616607666,0.3043478260869565,2.14525,-1.279390811920166,-1.2519769668579102,-1.260030746459961,-1.1213699579238892,-1.116970419883728,-1.201488733291626,-0.776273,-1.04746,-0.7090590767238452,-1.211348295211792,-0.8147403001785278,-1.6841757069463317,-2.829621157438859,2.14525,-1.320774
9P1Q_1,9P1Q,A,Eukaryota,Homo sapiens,Homo sapiens,Ubiquitin-conjugating enzyme family,transferase,2.15,148,148,148,111.73479594594586,8.278917121887211,1.6352712586940985,0.0945945945945946,0.1216216216216216,-0.2317567567567566,0.0945945945945946,36.254054054054045,0.081081081081081,0.277027027027027,0.9391891891891893,-0.0202702702702702,0.1746495779447069,14.887606620788574,0.304054054054054,1.883636,-0.1234403401613235,-1.5153728723526,-1.543460726737976,-1.4849209785461426,-1.439525127410889,-0.9938321709632874,-0.666873,-0.625186,-0.7624565846211201,-1.4706096649169922,-0.1326858103275299,-0.2501847035176045,-1.775315774453653,1.883636,-2.139366
28WB_1,28WB,A,Eukaryota,Arabidopsis thaliana,Arabidopsis thaliana,Protein kinase superfamily,transferase,1.501,226,267,226,106.54703407079649,4.9339315414428695,-4.040715511324011,0.0663716814159292,0.0575221238938053,-0.1340707964601769,0.0884955752212389,22.139380530973433,0.0530973451327433,0.3716814159292035,0.8407079646017699,-0.6106194690265487,0.0973247420578279,17.931163787841797,0.3008849557522124,2.169357,-1.3366458415985107,-1.3143750429153442,-1.3232090473175049,-1.2345938682556152,-1.2545318603515625,-1.1785401105880735,-1.220481,-1.540987,-1.0208915777965986,-1.300940752029419,-1.0364309549331665,-1.4435185795336698,-2.453878217038855,2.169357,-1.290308
3L8P_1,3L8P,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.4,292,317,292,114.27023664383566,6.107258796691894,-3.1028225447957567,0.1232876712328767,0.1335616438356164,-0.2037671232876713,0.1130136986301369,31.127739726027382,0.0342465753424657,0.2363013698630137,0.9143835616438356,-0.0171232876712328,0.131638935639873,18.665504455566406,0.3013698630136986,1.933937,-1.140381097793579,-1.5293484926223757,-1.5553985834121704,-1.5169419050216677,-1.517147660255432,-1.3273557424545288,-1.312139,-1.53632,-1.1239387825743792,,,-0.498748047711098,-1.7013215365475172,1.933937,-1.44988
5CEM_1,5CEM,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.1,252,292,252,114.98864484126996,8.56064395904541,3.822196762136123,0.1269841269841269,0.1785714285714285,-0.2194444444444445,0.0912698412698412,57.9845238095238,0.0595238095238095,0.2261904761904762,0.8571428571428572,0.1111111111111111,0.1549859773903489,18.686681747436523,0.3015873015873015,1.849685,-1.3532921075820925,-1.5772485733032229,-1.6321066617965698,-1.47674298286438,-1.4687587022781372,-1.6640981435775757,-1.558413,-1.790118,-1.091918703109499,,,-0.92936282687717,-2.3143237885974703,1.849685,-1.373576
10DJ_1,10DJ,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.22,269,282,269,114.56239665427526,5.929011726379394,-2.907249388297238,0.1301115241635687,0.1338289962825279,-0.2840148698884757,0.104089219330855,41.63494423791821,0.0557620817843866,0.2230483271375464,0.8996282527881041,0.037174721189591,0.1211116540586012,17.903099060058594,0.3011152416356877,2.052494,-0.3610182404518127,-1.4913747310638428,-1.4561644792556765,-1.4084432125091553,-1.4175755977630615,-1.122870922088623,-1.051158,-1.084604,-1.0967497985159154,-1.248334884643555,-0.3594781160354614,-0.222459573284844,-1.113509280974094,2.052494,-1.261083
8BA5_1,8BA5,A,Eukaryota,Homo sapiens,Homo sapiens,Class I-like SAM-binding methyltransferase superfamily,transferase,1.45,134,144,134,113.57037313432826,5.647772407531738,-2.223528817709127,0.1119402985074627,0.1119402985074626,-0.1470149253731343,0.1044776119402985,50.67462686567163,0.0298507462686567,0.1940298507462686,0.8880597014925373,0.2462686567164179,0.1467226803047698,13.493803977966309,0.2985074626865671,1.815798,-1.034414529800415,-1.6415650844573977,-1.674849271774292,-1.5898492336273191,-1.6036639213562012,-0.3820960521697998,-1.758576,-2.578718,-1.374422215703708,,,-0.728470873476854,-3.0104365562325093,1.815798,-1.708252
1SK8_1,1SK8,A,Eukaryota,Aspergillus fumigatus,Aspergillus fumigatus,Histidine acid phosphatase family,hydrolase,1.65,435,439,435,110.07003310344832,6.776424217224121,-0.5994345578618336,0.1034482758620689,0.1195402298850574,-0.2505747126436786,0.1103448275862069,27.828758620689666,0.0482758620689655,0.3172413793103448,0.8804597701149426,0.0850574712643678,0.2085928489042676,20.554540634155273,0.3011494252873563,1.924739,-1.2306911945343018,-1.363329291343689,-1.394130825996399,-1.257520318031311,-1.2757748365402222,-0.7834071516990662,-1.207633,-1.454929,-1.1074162625718391,,,-1.1757600630836926,-2.5609885730962643,1.924739,-1.392115
3MVC_1,3MVC,A,Eukaryota,Caenorhabditis elegans,Caenorhabditis elegans,Globin family,oxygen_transport,1.401,157,161,157,117.0049159235668,9.45888195037842,4.390750042499967,0.1146496815286624,0.1847133757961783,-0.5993630573248413,0.0955414012738853,33.887898089171955,0.0382165605095541,0.2356687898089172,0.929936305732484,0.6369426751592357,0.2158288862110518,15.082255363464355,0.2993630573248407,1.48954,-2.3630762100219727,-1.850264072418213,-1.9030228853225708,-1.7142198085784912,-1.7091110944747925,-1.459875464439392,-1.873269,-2.500095,-1.3159146642988655,,,-2.742209853640028,-3.7543750933021496,1.48954,-2.230618
2BIJ_1,2BIJ,A,Eukaryota,Homo sapiens,Homo sapiens,Protein-tyrosine phosphatase family,hydrolase,2.05,284,305,284,115.39080422535228,5.475663948059082,-10.310384807828136,0.1338028169014084,0.1338028169014084,-0.380985915492958,0.0950704225352112,41.482394366197184,0.0633802816901408,0.2077464788732394,0.8943661971830985,0.0352112676056338,0.2097137057112362,17.696931838989258,0.2992957746478873,1.86263,-0.9662230610847472,-1.5734626054763794,-1.63829505443573,-1.5137261152267456,-1.5285236835479736,-1.2150949239730835,-1.311369,-1.618088,-1.0545753156635125,,,-0.6059663799447073,-2.784396534234705,1.86263,-1.470255
1ML9_1,1ML9,A,Eukaryota,Neurospora crassa,Neurospora crassa,Class V-like SAM-binding methyltransferase superfamily,histone,1.98,260,302,260,113.34701807692308,5.916961860656738,-3.7996879563929222,0.15,0.1576923076923077,-0.4330769230769234,0.0846153846153846,54.07461538461537,0.0538461538461538,0.2192307692307692,0.8461538461538461,-0.5461538461538461,0.2173315814620162,18.153398513793945,0.3,1.77009,-1.33926522731781,-1.5980024337768557,-1.6313002109527588,-1.5139591693878174,-1.5288904905319214,-1.0139442682266235,-1.60418,-1.819763,-1.2689339270958533,,,-1.5369882436899038,-2.6790245643028845,1.77009,-1.718769
4ZKD_1,4ZKD,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,TRAFAC class translation factor GTPase superfamily,GTPase,2.181,470,499,470,113.67594914893613,5.7728181838989245,-9.924417902856646,0.1127659574468085,0.1212765957446808,-0.1061702127659576,0.0808510638297872,38.24872340425532,0.0340425531914893,0.2127659574468085,0.9212765957446808,-0.3851063829787234,0.1152587409913784,22.07943344116211,0.3,1.813089,-2.305910348892212,-1.6129828691482544,-1.6472502946853638,-1.564934492111206,-1.549448847770691,-1.6439555883407593,-1.725125,-2.139483,-1.247223809424867,,,-2.6550739694148935,-2.916270414311835,1.813089,-1.414991
4ZWN_1,4ZWN,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,AB hydrolase superfamily,hydrolase,2.491,310,334,310,113.62473967741946,8.471677589416508,3.495241386339245,0.1096774193548387,0.1580645161290322,-0.5109677419354838,0.1193548387096774,22.96774193548387,0.0548387096774193,0.2451612903225806,0.9258064516129032,0.1,0.1473612502504508,17.304494857788086,0.3,1.853622,-2.1141552925109863,-1.475165605545044,-1.5854737758636477,-1.441612958908081,-1.4077028036117554,-1.528755784034729,-1.427321,-1.952275,-1.0594948061050908,-1.0942137241363523,-1.249846339225769,-1.9630629016507055,-2.939479507938508,1.853622,-1.291779
2C47_1,2C47,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.4,289,313,289,117.8164370242216,8.9768518447876,6.661124999875732,0.1314878892733564,0.1799307958477508,-0.4716262975778549,0.1314878892733564,36.60176470588235,0.0588235294117647,0.1972318339100346,0.9134948096885812,-0.0830449826989619,0.1289472598338864,18.652854919433594,0.301038062283737,1.900363,-0.3202955424785614,-1.442014217376709,-1.4716230630874634,-1.393998622894287,-1.3857001066207886,-0.4616082608699798,-0.904205,-1.045299,,,,-0.3698223602400519,-1.3233922410588776,1.900363,-1.44803
5KRE_1,5KRE,A,Eukaryota,Homo sapiens,Homo sapiens,AB hydrolase superfamily,hydrolase,2.0,224,239,224,111.53853035714296,7.824350547790528,1.576486532855494,0.0892857142857142,0.1383928571428571,-0.0370535714285714,0.0848214285714285,36.97544642857142,0.0401785714285714,0.2633928571428571,0.9553571428571428,-0.1339285714285714,0.1463993730022129,15.531301498413086,0.2991071428571428,1.872879,-1.1378133296966553,-1.5688742399215698,-1.6082779169082642,-1.402899146080017,-1.418232798576355,-0.4126761257648468,-1.342625,-1.768503,-0.9880955559866768,-1.2960220575332642,-0.7910732626914978,-0.5061416966574532,-2.5706204005650113,1.872879,-1.959927
4P27_1,4P27,A,Eukaryota,Schistosoma mansoni,Schistosoma mansoni,Pfam:PF00188,toxin,2.16,155,162,155,115.8133219354839,8.537886619567871,3.781982004259749,0.1419354838709677,0.1741935483870967,-1.0967741935483877,0.1096774193548387,39.878064516129015,0.0516129032258064,0.1806451612903226,0.8451612903225807,-0.1483870967741935,0.2911851918411358,14.48850154876709,0.3032258064516129,1.900594,-1.750277757644653,-1.515721559524536,-1.439437747001648,-1.424471735954285,-1.4548505544662476,-0.5093468427658081,-1.363495,-1.646435,-1.1204209850680444,-1.223013162612915,-1.2608349323272705,-2.313005607358871,-3.2423485540574597,1.900594,-1.693757
3GZM_1,3GZM,A,Eukaryota,Plasmodium falciparum,Plasmodium falciparum,Acyl carrier protein (ACP) family,other,1.8,78,81,78,113.29315128205118,4.329278373718264,-7.521773169534704,0.2051282051282051,0.1153846153846153,-0.373076923076923,0.0512820512820512,27.61794871794871,0.0,0.2051282051282051,0.8846153846153846,0.4230769230769231,0.1851851851851851,11.057000160217283,0.3076923076923077,1.960042,-1.1446666717529297,-1.4566290378570557,-1.5671144723892212,-1.480405569076538,-1.504183053970337,-1.179382085800171,-0.983656,-1.184924,-1.120226835593199,-1.464404821395874,-0.9915339946746826,-1.6379973582732372,-2.7691075251652646,1.960042,-1.548208
2ZLB_1,2ZLB,A,Eukaryota,Rattus norvegicus,Rattus norvegicus,Class I-like SAM-binding methyltransferase superfamily,transferase,2.2,212,223,212,112.54805754716986,5.101436042785643,-5.084060439062132,0.1273584905660377,0.1132075471698113,-0.196698113207547,0.0896226415094339,28.68254716981132,0.0424528301886792,0.240566037735849,0.9198113207547168,0.1556603773584905,0.1480079754827751,15.59886646270752,0.3018867924528302,1.839489,-1.0359385013580322,-1.6322306394577026,-1.6270732879638672,-1.53925621509552,-1.5648596286773682,-0.7155254483222961,-1.169396,-1.249284,-1.1569694662993808,-1.4118280410766602,-0.8788931369781494,-0.8563092789559994,-2.8894955617076947,1.839489,-1.920828
5D77_1,5D77,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Pfam:PF00076,RNA-binding,1.3,82,82,82,111.96903780487798,9.304351234436034,3.929667280332408,0.0975609756097561,0.1707317073170731,-0.5500000000000002,0.0853658536585365,34.83658536585365,0.0609756097560975,0.2682926829268293,0.9024390243902438,-0.2926829268292683,0.3670121951219512,11.259140014648438,0.3048780487804878,1.947126,-2.0304994583129883,-1.5363091230392456,-1.4875956773757937,-1.3644442558288574,-1.3438984155654907,-2.055260181427002,-1.635754,-1.784745,,,,-2.4546244551495806,-3.9271076481516767,1.947126,-2.079623
11AP_1,11AP,A,Eukaryota,Mus musculus,Mus musculus,DXO/Dom3Z family,hydrolase,1.8,358,358,358,114.28719078212316,6.917953300476075,-0.2054516054336232,0.1033519553072625,0.1284916201117318,-0.5351955307262569,0.1256983240223463,51.73189944134075,0.1005586592178771,0.2486033519553072,0.9189944134078212,-0.1201117318435753,0.2362442061194253,19.790821075439453,0.3016759776536313,1.8307,-1.6550503969192505,-1.477392077445984,-1.5296043157577517,-1.266642928123474,-1.2579104900360107,-0.5873512029647827,-1.243825,-1.773175,-0.9026161065980708,-1.3225570917129517,-1.033300518989563,-0.5014009955209061,-2.87615080252706,1.8307,-1.137791
2A4V_1,2A4V,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Peroxiredoxin family,oxidoreductase,1.8,156,159,156,112.4019346153846,8.72432918548584,1.9635714032639056,0.141025641025641,0.1666666666666666,-0.4756410256410257,0.0897435897435897,28.589743589743588,0.0512820512820512,0.2371794871794872,0.967948717948718,0.1602564102564102,0.2465757870821162,13.69888687133789,0.3012820512820512,1.865799,-1.8528002500534055,-1.499098539352417,-1.5568277835845947,-1.3479231595993042,-1.3417127132415771,-1.196938395500183,-1.164322,-1.476664,-0.8105121025672326,-1.541603446006775,-1.258829116821289,-1.7584658891726763,-2.994793231670673,1.865799,-2.046095
7QUE_1,7QUE,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.4,266,275,266,114.35630375939864,5.218467521667479,-9.987844506752609,0.1578947368421052,0.1428571428571428,-0.1909774436090227,0.0827067669172932,47.768421052631545,0.0413533834586466,0.2180451127819548,0.8421052631578947,0.1203007518796992,0.1158546735843298,19.499164581298828,0.3007518796992481,1.930752,-1.0380226373672483,-1.5161492824554443,-1.5563842058181765,-1.4952794313430786,-1.5410096645355225,-0.7033863663673401,-1.265212,-1.41702,-1.1503778902211583,,,-0.6849635991835057,-1.9981216774847277,1.930752,-1.547375
1HXA_1,1HXA,A,Eukaryota,Nicotiana tabacum,Nicotiana tabacum,Terpene synthase family,lyase,2.32,528,548,528,114.98175511363657,5.101151847839354,-22.29684014385058,0.1458333333333333,0.1287878787878787,-0.2471590909090908,0.1022727272727272,41.0475378787879,0.0303030303030303,0.2367424242424242,0.8787878787878788,0.5719696969696969,0.1019879107163589,22.85594367980957,0.3011363636363636,1.659226,-1.2066123485565186,-1.728847622871399,-1.755333662033081,-1.6403998136520386,-1.6495277881622314,-0.987594723701477,-1.220662,-1.429567,-1.2865097739479758,-1.514540672302246,-0.9915829300880432,-1.049833817915483,-2.054960771040483,1.659226,-1.597165
2NSM_1,2NSM,A,Eukaryota,Homo sapiens,Homo sapiens,Peptidase M14 family,toxin,2.1,390,439,390,113.80837076923083,5.6967676162719725,-11.74909794104046,0.1179487179487179,0.1282051282051282,-0.4864102564102559,0.1153846153846153,31.754358974358983,0.0615384615384615,0.2256410256410256,0.9205128205128206,-0.1153846153846154,0.1354763585038814,19.524030685424805,0.3,1.863846,-1.2065260410308838,-1.5403286218643188,-1.5289976596832275,-1.464000940322876,-1.453385591506958,-1.3473811149597168,-1.190513,-1.372361,-1.0930612417367789,,,-0.6337959093925281,-2.1990611540965546,1.863846,-1.412329
1YGH_1,1YGH,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,Acetyltransferase family,histone,1.9,164,164,164,117.19640121951213,9.497820854187015,9.009379857693752,0.0975609756097561,0.1707317073170731,-0.3298780487804877,0.1280487804878048,32.651219512195105,0.0304878048780487,0.2073170731707317,0.8841463414634146,0.0304878048780488,0.1544422576790609,14.538467407226562,0.298780487804878,1.566883,-0.5827814340591431,-1.7462294101715088,-1.7521528005599976,-1.6736785173416138,-1.6759235858917236,-0.4895263910293579,-1.13412,-1.380527,-1.2970240523175496,-1.623136043548584,-0.5048528909683228,-0.4988983433421065,-2.1612472534179688,1.566883,-1.947888
3MJ6_1,3MJ6,A,Eukaryota,Mus musculus,Mus musculus,Immunoglobulin superfamily,membrane,2.19,227,268,227,114.85949339207058,6.100267601013182,-3.007549699800716,0.1497797356828193,0.1629955947136564,-0.5797356828193836,0.0748898678414096,43.77008810572687,0.0220264317180616,0.2334801762114537,0.947136563876652,-0.6828193832599119,0.1965302988993958,18.75094985961914,0.2995594713656387,1.879534,-2.0038468837738037,-1.6204521656036377,-1.644044280052185,-1.5114690065383911,-1.5384975671768188,-1.7300457954406738,-1.572415,-1.871359,-1.4036539892793227,-1.3371434211730957,-1.4166152477264404,-1.5862851584010187,-2.99744512751239,1.879534,-1.894368
1FJ2_1,1FJ2,A,Eukaryota,Homo sapiens,Homo sapiens,AB hydrolase superfamily,hydrolase,1.5,229,232,229,107.66081135371178,6.046213722229004,-3.002528618715018,0.0873362445414847,0.1004366812227074,0.0777292576419215,0.0655021834061135,52.131877729257624,0.0786026200873362,0.296943231441048,0.9344978165938864,-0.1222707423580786,0.1403788544942396,15.514379501342772,0.3013100436681222,2.092661,-0.7691642642021179,-1.3545364141464231,-1.3917902708053589,-1.2831043004989624,-1.2607051134109497,-0.3324875235557556,-0.95605,-1.17688,-0.8906851689367836,,,-0.5103838724860978,-2.509998571404203,2.092661,-1.354842
3MTS_1,3MTS,A,Eukaryota,Homo sapiens,Homo sapiens,Class V-like SAM-binding methyltransferase superfamily,histone,2.2,62,64,62,126.65875161290316,9.007667732238769,3.0165991671712415,0.1774193548387097,0.2741935483870967,-1.3048387096774197,0.1290322580645161,56.13225806451612,0.032258064516129,0.0967741935483871,0.935483870967742,-0.2258064516129032,0.1933870967741935,12.0515718460083,0.3064516129032258,1.469569,-1.746023416519165,-2.0459513664245605,-2.1119983196258545,-2.092189073562622,-2.0368528366088867,-1.069937229156494,-1.663786,-1.849655,-1.5770517164661038,-1.737810730934143,-1.529705286026001,-1.0983086862871725,-2.6103043094758065,1.469569,-2.084058
4PQH_1,4PQH,A,Eukaryota,Populus trichocarpa,Populus trichocarpa,GST superfamily,transferase,1.4,214,236,214,113.8276341121495,4.920233345031736,-8.88659425739942,0.1542056074766355,0.1261682242990654,-0.5074766355140193,0.1355140186915888,46.43831775700933,0.0887850467289719,0.2336448598130841,0.9205607476635512,0.219626168224299,0.1489416278187942,16.928373336791992,0.2990654205607476,2.005197,-0.7794622778892517,-1.3130779266357422,-1.3482022285461426,-1.1015609502792358,-1.147541046142578,-0.6177398562431335,-1.062973,-1.33288,-0.6874167183849299,-0.9620749354362488,-0.5710726380348206,-0.6227538206866968,-2.502876923463055,2.005197,-1.259111
3PM2_1,3PM2,A,Eukaryota,Anopheles gambiae,Anopheles gambiae,PBP/GOBP family,other,1.8,173,173,173,109.49691791907516,5.919633293151855,-2.343845706500126,0.1156069364161849,0.1213872832369942,-0.0936416184971097,0.0693641618497109,45.69248554913293,0.0693641618497109,0.2716763005780346,0.930635838150289,0.4566473988439306,0.2296495545508308,15.35069751739502,0.3005780346820809,1.734902,-2.179914712905884,-1.6379740238189695,-1.61734938621521,-1.4287285804748535,-1.4366410970687866,-0.499785453081131,-1.547739,-2.337331,-0.9892466991623012,-1.1585946083068848,-1.2979795932769775,-2.861642650097092,-3.46003467361362,1.734902,-1.718643
1G1C_1,1G1C,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.1,98,99,98,113.55564285714276,5.322426033020019,-3.362339429464301,0.1530612244897959,0.1428571428571428,-0.3928571428571428,0.0918367346938775,30.047959183673463,0.0408163265306122,0.2448979591836735,0.9693877551020408,-0.6632653061224489,0.363970048451035,13.040980339050291,0.3061224489795918,2.033208,-0.7511083483695984,-1.5143061876296997,-1.5303634405136108,-1.3984732627868652,-1.462418794631958,-1.1465562582015991,-1.33997,-1.848081,-1.3344405816525828,-1.286449670791626,-0.5393654108047485,-0.328636714390346,-3.4752533581792093,2.033208,-1.709729
1JVA_1,1JVA,A,Eukaryota,Saccharomyces cerevisiae,Saccharomyces cerevisiae,ATPase alpha/beta chains family,hydrolase,2.1,427,475,427,111.86846416861844,6.262201881408691,-2.630232858589217,0.1381733021077283,0.1475409836065573,-0.288524590163935,0.0913348946135831,35.3859718969555,0.0351288056206089,0.2716627634660421,0.9414519906323184,-0.3231850117096019,0.2112660953410368,24.04381942749023,0.2997658079625293,1.777665,-2.4411423206329346,-1.6393340826034546,-1.63818621635437,-1.6044944524765017,-1.595991611480713,-2.007765293121338,-1.699234,-2.214975,-1.4033947839669936,,,-2.608547380433987,-2.9389791376975993,1.777665,-1.533312
1QSR_1,1QSR,A,Eukaryota,Tetrahymena thermophila,Tetrahymena thermophila,Acetyltransferase family,histone,2.0,162,162,162,119.20508827160488,9.460816001892091,9.267975040631896,0.1111111111111111,0.2037037037037037,-0.5981481481481483,0.1358024691358024,38.55246913580245,0.0308641975308641,0.1604938271604938,0.9074074074074074,0.0185185185185185,0.1545648992457503,14.60513687133789,0.3024691358024691,1.539298,-1.2050824165344238,-1.7187714576721191,-1.7504960298538208,-1.6497254371643066,-1.6165894269943235,-0.7085678577423096,-1.299552,-1.611022,-1.4515584309895833,-1.6232585906982422,-0.9330424666404724,-1.521776364173418,-3.0812833809558255,1.539298,-2.114398
3C5V_1,3C5V,A,Eukaryota,Homo sapiens,Homo sapiens,AB hydrolase superfamily,hydrolase,2.0,294,316,294,110.44222346938793,5.787994194030762,-5.53910919528721,0.119047619047619,0.1258503401360544,-0.0785714285714284,0.0748299319727891,28.21360544217688,0.0510204081632653,0.272108843537415,0.9183673469387756,0.1156462585034013,0.1810942172353669,16.937992095947266,0.2993197278911564,2.016372,-0.7791606783866882,-1.4498182535171509,-1.4315941333770752,-1.3024712800979614,-1.322993278503418,-0.3347536325454712,-1.148803,-1.261465,-0.9923847224436648,,,-0.4261219258211097,-2.0103047688802085,2.016372,-1.313335
3SMZ_1,3SMZ,A,Eukaryota,Homo sapiens,Homo sapiens,Pfam:PF00076,RNA-binding,1.99,280,284,280,111.04667321428578,6.2739107131958,-2.578894915024101,0.1214285714285714,0.1392857142857143,-0.3103571428571436,0.075,37.78285714285715,0.0535714285714285,0.275,0.9142857142857144,-0.0285714285714285,0.1337123638693145,20.492769241333008,0.3,1.926383,-0.8171312212944031,-1.5043329000473022,-1.5168195962905884,-1.3512204885482788,-1.350207805633545,-1.5013960599899292,-1.518516,-2.002275,-1.0581089564732142,-1.0893973112106323,-0.5201641917228699,-0.3688609531947545,-2.369288853236607,1.926383,-1.294119
6C9D_1,6C9D,A,Eukaryota,Homo sapiens,Homo sapiens,Protein kinase superfamily,transferase,2.499,425,459,425,115.416881647059,8.518546104431152,4.543371403404606,0.1388235294117647,0.1670588235294117,-0.4063529411764706,0.0917647058823529,32.028494117647064,0.0423529411764705,0.1952941176470588,0.9341176470588236,0.0776470588235294,0.1042375785265562,21.423051834106445,0.3011764705882352,1.925472,-0.5993280410766602,-1.5295689105987549,-1.5442043542861938,-1.5407710075378418,-1.5396817922592163,-0.8487080931663513,-1.244323,-1.228324,-1.2401706112132354,,,-0.4033833582261029,-1.7326812385110295,1.925472,-1.449714
