model,uniprot_id,func_recovery,bg_recovery,n_func
ProteinMPNN,Q54JL0,0.4827586206896552,0.4470198675496689,29
ProteinMPNN,Q54JL0,0.3793103448275862,0.43543046357615894,29
ProteinMPNN,Q54JL0,0.4827586206896552,0.45364238410596025,29
ProteinMPNN,Q54JL0,0.3793103448275862,0.4503311258278146,29
ProteinMPNN,Q54JL0,0.4482758620689655,0.445364238410596,29
ProteinMPNN,Q54JL0,0.41379310344827586,0.4586092715231788,29
ProteinMPNN,Q54JL0,0.4827586206896552,0.45364238410596025,29
SolubleCaliby,Q54JL0,0.3448275862068966,0.3923841059602649,29
SolubleCaliby,Q54JL0,0.41379310344827586,0.3841059602649007,29
SolubleCaliby,Q54JL0,0.3448275862068966,0.3675496688741722,29
SolubleCaliby,Q54JL0,0.3448275862068966,0.38576158940397354,29
SolubleCaliby,Q54JL0,0.3793103448275862,0.3791390728476821,29
SolubleCaliby,Q54JL0,0.3793103448275862,0.3758278145695364,29
SolubleCaliby,Q54JL0,0.3448275862068966,0.37748344370860926,29
SolubleCaliby,Q54JL0,0.3448275862068966,0.39072847682119205,29
SolubleMPNN,Q54JL0,0.4827586206896552,0.4304635761589404,29
SolubleMPNN,Q54JL0,0.4482758620689655,0.4602649006622517,29
SolubleMPNN,Q54JL0,0.41379310344827586,0.4470198675496689,29
SolubleMPNN,Q54JL0,0.4827586206896552,0.46192052980132453,29
SolubleMPNN,Q54JL0,0.41379310344827586,0.4420529801324503,29
SolubleMPNN,Q54JL0,0.4482758620689655,0.4420529801324503,29
SolubleMPNN,Q54JL0,0.4827586206896552,0.43543046357615894,29
SolubleMPNN,Q54JL0,0.4482758620689655,0.4519867549668874,29
Caliby,Q6DIY2,0.75,0.37714285714285717,4
Caliby,Q6DIY2,0.75,0.4057142857142857,4
Caliby,Q6DIY2,0.75,0.42857142857142855,4
Caliby,Q6DIY2,0.75,0.37714285714285717,4
Caliby,Q6DIY2,0.75,0.4114285714285714,4
Caliby,Q6DIY2,0.75,0.4114285714285714,4
Caliby,Q6DIY2,0.75,0.38857142857142857,4
Caliby,Q6DIY2,0.75,0.4114285714285714,4
ESM-IF,Q6DIY2,1.0,0.6342857142857142,4
ESM-IF,Q6DIY2,1.0,0.6342857142857142,4
ESM-IF,Q6DIY2,1.0,0.6514285714285715,4
ESM-IF,Q6DIY2,1.0,0.6685714285714286,4
ESM-IF,Q6DIY2,1.0,0.6457142857142857,4
ESM-IF,Q6DIY2,1.0,0.6342857142857142,4
ESM-IF,Q6DIY2,1.0,0.6342857142857142,4
ESM-IF,Q6DIY2,1.0,0.64,4
MIF,Q6DIY2,0.75,0.44,4
MIF,Q6DIY2,0.5,0.4228571428571429,4
MIF,Q6DIY2,0.75,0.42857142857142855,4
MIF,Q6DIY2,1.0,0.4514285714285714,4
MIF,Q6DIY2,0.5,0.4857142857142857,4
MIF,Q6DIY2,0.75,0.49142857142857144,4
MIF,Q6DIY2,0.75,0.49714285714285716,4
MIF,Q6DIY2,0.75,0.48,4
MIF-ST,Q6DIY2,0.0,0.32571428571428573,4
MIF-ST,Q6DIY2,0.25,0.33714285714285713,4
MIF-ST,Q6DIY2,0.25,0.3942857142857143,4
MIF-ST,Q6DIY2,0.0,0.29714285714285715,4
MIF-ST,Q6DIY2,0.5,0.3142857142857143,4
MIF-ST,Q6DIY2,0.0,0.35428571428571426,4
MIF-ST,Q6DIY2,0.0,0.2914285714285714,4
MIF-ST,Q6DIY2,0.0,0.28,4
ProteinMPNN,Q6DIY2,1.0,0.4742857142857143,4
ProteinMPNN,Q6DIY2,0.75,0.4685714285714286,4
ProteinMPNN,Q6DIY2,0.75,0.4057142857142857,4
ProteinMPNN,Q6DIY2,0.75,0.41714285714285715,4
ProteinMPNN,Q6DIY2,0.75,0.44571428571428573,4
ProteinMPNN,Q6DIY2,0.75,0.4228571428571429,4
ProteinMPNN,Q6DIY2,0.75,0.42857142857142855,4
ProteinMPNN,Q6DIY2,0.75,0.4,4
SolubleCaliby,Q6DIY2,0.75,0.41714285714285715,4
SolubleCaliby,Q6DIY2,0.75,0.42857142857142855,4
SolubleCaliby,Q6DIY2,0.75,0.38857142857142857,4
SolubleCaliby,Q6DIY2,0.75,0.4342857142857143,4
SolubleCaliby,Q6DIY2,0.75,0.4,4
SolubleCaliby,Q6DIY2,0.75,0.41714285714285715,4
SolubleCaliby,Q6DIY2,0.75,0.4057142857142857,4
SolubleCaliby,Q6DIY2,0.75,0.41714285714285715,4
SolubleMPNN,Q6DIY2,0.75,0.44571428571428573,4
SolubleMPNN,Q6DIY2,0.75,0.4685714285714286,4
SolubleMPNN,Q6DIY2,1.0,0.48,4
SolubleMPNN,Q6DIY2,0.75,0.46285714285714286,4
SolubleMPNN,Q6DIY2,1.0,0.4742857142857143,4
SolubleMPNN,Q6DIY2,1.0,0.45714285714285713,4
SolubleMPNN,Q6DIY2,1.0,0.4742857142857143,4
SolubleMPNN,Q6DIY2,1.0,0.44,4
Caliby,Q6L047,0.11764705882352941,0.391812865497076,17
Caliby,Q6L047,0.11764705882352941,0.39766081871345027,17
Caliby,Q6L047,0.11764705882352941,0.4093567251461988,17
Caliby,Q6L047,0.11764705882352941,0.41228070175438597,17
Caliby,Q6L047,0.11764705882352941,0.4269005847953216,17
Caliby,Q6L047,0.11764705882352941,0.39473684210526316,17
Caliby,Q6L047,0.11764705882352941,0.4093567251461988,17
Caliby,Q6L047,0.17647058823529413,0.39473684210526316,17
ESM-IF,Q6L047,0.5882352941176471,0.6988304093567251,17
ESM-IF,Q6L047,0.5882352941176471,0.695906432748538,17
ESM-IF,Q6L047,0.5882352941176471,0.6900584795321637,17
ESM-IF,Q6L047,0.5882352941176471,0.6900584795321637,17
ESM-IF,Q6L047,0.5882352941176471,0.6754385964912281,17
ESM-IF,Q6L047,0.5294117647058824,0.6871345029239766,17
ESM-IF,Q6L047,0.5882352941176471,0.6754385964912281,17
ESM-IF,Q6L047,0.5882352941176471,0.6842105263157895,17
MIF,Q6L047,0.35294117647058826,0.5467836257309941,17
MIF,Q6L047,0.47058823529411764,0.49707602339181284,17
MIF,Q6L047,0.29411764705882354,0.49122807017543857,17
MIF,Q6L047,0.29411764705882354,0.5,17
MIF,Q6L047,0.29411764705882354,0.5058479532163743,17
MIF,Q6L047,0.35294117647058826,0.48830409356725146,17
MIF,Q6L047,0.35294117647058826,0.5233918128654971,17
MIF,Q6L047,0.23529411764705882,0.5058479532163743,17
MIF-ST,Q6L047,0.11764705882352941,0.32748538011695905,17
MIF-ST,Q6L047,0.23529411764705882,0.3888888888888889,17
MIF-ST,Q6L047,0.17647058823529413,0.3567251461988304,17
MIF-ST,Q6L047,0.058823529411764705,0.3508771929824561,17
MIF-ST,Q6L047,0.058823529411764705,0.3157894736842105,17
MIF-ST,Q6L047,0.23529411764705882,0.3362573099415205,17
MIF-ST,Q6L047,0.058823529411764705,0.347953216374269,17
MIF-ST,Q6L047,0.058823529411764705,0.3304093567251462,17
ProteinMPNN,Q6L047,0.29411764705882354,0.5233918128654971,17
ProteinMPNN,Q6L047,0.35294117647058826,0.5058479532163743,17
ProteinMPNN,Q6L047,0.29411764705882354,0.5233918128654971,17
ProteinMPNN,Q6L047,0.29411764705882354,0.5233918128654971,17
ProteinMPNN,Q6L047,0.23529411764705882,0.5526315789473685,17
ProteinMPNN,Q6L047,0.29411764705882354,0.5292397660818714,17
ProteinMPNN,Q6L047,0.29411764705882354,0.5233918128654971,17
ProteinMPNN,Q6L047,0.23529411764705882,0.5292397660818714,17
SolubleCaliby,Q6L047,0.17647058823529413,0.4444444444444444,17
SolubleCaliby,Q6L047,0.11764705882352941,0.4152046783625731,17
SolubleCaliby,Q6L047,0.11764705882352941,0.4239766081871345,17
SolubleCaliby,Q6L047,0.17647058823529413,0.43859649122807015,17
SolubleCaliby,Q6L047,0.17647058823529413,0.41228070175438597,17
SolubleCaliby,Q6L047,0.17647058823529413,0.4298245614035088,17
SolubleCaliby,Q6L047,0.11764705882352941,0.4269005847953216,17
SolubleCaliby,Q6L047,0.11764705882352941,0.42105263157894735,17
SolubleMPNN,Q6L047,0.4117647058823529,0.5263157894736842,17
SolubleMPNN,Q6L047,0.35294117647058826,0.5175438596491229,17
SolubleMPNN,Q6L047,0.35294117647058826,0.52046783625731,17
SolubleMPNN,Q6L047,0.29411764705882354,0.5321637426900585,17
SolubleMPNN,Q6L047,0.35294117647058826,0.5350877192982456,17
SolubleMPNN,Q6L047,0.35294117647058826,0.5058479532163743,17
SolubleMPNN,Q6L047,0.35294117647058826,0.5292397660818714,17
SolubleMPNN,Q6L047,0.35294117647058826,0.5233918128654971,17
Caliby,Q8DLT5,0.34782608695652173,0.42018779342723006,23
Caliby,Q8DLT5,0.391304347826087,0.43427230046948356,23
Caliby,Q8DLT5,0.391304347826087,0.4413145539906103,23
Caliby,Q8DLT5,0.391304347826087,0.4507042253521127,23
Caliby,Q8DLT5,0.34782608695652173,0.431924882629108,23
Caliby,Q8DLT5,0.34782608695652173,0.4460093896713615,23
Caliby,Q8DLT5,0.391304347826087,0.4413145539906103,23
Caliby,Q8DLT5,0.391304347826087,0.431924882629108,23
ESM-IF,Q8DLT5,0.782608695652174,0.6244131455399061,23
ESM-IF,Q8DLT5,0.782608695652174,0.6244131455399061,23
ESM-IF,Q8DLT5,0.782608695652174,0.6220657276995305,23
ESM-IF,Q8DLT5,0.782608695652174,0.6220657276995305,23
ESM-IF,Q8DLT5,0.782608695652174,0.6267605633802817,23
ESM-IF,Q8DLT5,0.782608695652174,0.6291079812206573,23
ESM-IF,Q8DLT5,0.782608695652174,0.6150234741784038,23
ESM-IF,Q8DLT5,0.782608695652174,0.6244131455399061,23
MIF,Q8DLT5,0.5217391304347826,0.528169014084507,23
MIF,Q8DLT5,0.5652173913043478,0.5727699530516432,23
MIF,Q8DLT5,0.4782608695652174,0.5704225352112676,23
MIF,Q8DLT5,0.6521739130434783,0.5516431924882629,23
MIF,Q8DLT5,0.5217391304347826,0.539906103286385,23
MIF,Q8DLT5,0.5652173913043478,0.539906103286385,23
MIF,Q8DLT5,0.5217391304347826,0.5305164319248826,23
MIF,Q8DLT5,0.4782608695652174,0.5258215962441315,23
MIF-ST,Q8DLT5,0.17391304347826086,0.3474178403755869,23
MIF-ST,Q8DLT5,0.17391304347826086,0.33098591549295775,23
MIF-ST,Q8DLT5,0.17391304347826086,0.284037558685446,23
MIF-ST,Q8DLT5,0.08695652173913043,0.31220657276995306,23
MIF-ST,Q8DLT5,0.2608695652173913,0.3403755868544601,23
MIF-ST,Q8DLT5,0.30434782608695654,0.3544600938967136,23
MIF-ST,Q8DLT5,0.13043478260869565,0.3051643192488263,23
MIF-ST,Q8DLT5,0.17391304347826086,0.3145539906103286,23
ProteinMPNN,Q8DLT5,0.43478260869565216,0.48826291079812206,23
ProteinMPNN,Q8DLT5,0.391304347826087,0.48826291079812206,23
ProteinMPNN,Q8DLT5,0.5217391304347826,0.5140845070422535,23
ProteinMPNN,Q8DLT5,0.4782608695652174,0.49061032863849763,23
ProteinMPNN,Q8DLT5,0.391304347826087,0.5117370892018779,23
ProteinMPNN,Q8DLT5,0.391304347826087,0.49061032863849763,23
ProteinMPNN,Q8DLT5,0.391304347826087,0.49295774647887325,23
ProteinMPNN,Q8DLT5,0.43478260869565216,0.5,23
SolubleCaliby,Q8DLT5,0.5217391304347826,0.44835680751173707,23
SolubleCaliby,Q8DLT5,0.4782608695652174,0.43661971830985913,23
SolubleCaliby,Q8DLT5,0.4782608695652174,0.4624413145539906,23
SolubleCaliby,Q8DLT5,0.43478260869565216,0.4460093896713615,23
SolubleCaliby,Q8DLT5,0.391304347826087,0.45305164319248825,23
SolubleCaliby,Q8DLT5,0.4782608695652174,0.45305164319248825,23
SolubleCaliby,Q8DLT5,0.43478260869565216,0.45539906103286387,23
SolubleCaliby,Q8DLT5,0.43478260869565216,0.45305164319248825,23
SolubleMPNN,Q8DLT5,0.34782608695652173,0.4953051643192488,23
SolubleMPNN,Q8DLT5,0.391304347826087,0.4953051643192488,23
SolubleMPNN,Q8DLT5,0.34782608695652173,0.4953051643192488,23
SolubleMPNN,Q8DLT5,0.4782608695652174,0.4835680751173709,23
SolubleMPNN,Q8DLT5,0.4782608695652174,0.5140845070422535,23
SolubleMPNN,Q8DLT5,0.43478260869565216,0.4859154929577465,23
SolubleMPNN,Q8DLT5,0.30434782608695654,0.5,23
SolubleMPNN,Q8DLT5,0.43478260869565216,0.49295774647887325,23
Caliby,Q8TY15,0.6363636363636364,0.5228571428571429,11
Caliby,Q8TY15,0.6363636363636364,0.5114285714285715,11
Caliby,Q8TY15,0.6363636363636364,0.5114285714285715,11
Caliby,Q8TY15,0.6363636363636364,0.5257142857142857,11
Caliby,Q8TY15,0.6363636363636364,0.4942857142857143,11
Caliby,Q8TY15,0.5454545454545454,0.5314285714285715,11
Caliby,Q8TY15,0.6363636363636364,0.5085714285714286,11
Caliby,Q8TY15,0.5454545454545454,0.5257142857142857,11
ESM-IF,Q8TY15,0.5454545454545454,0.7057142857142857,11
ESM-IF,Q8TY15,0.5454545454545454,0.6971428571428572,11
ESM-IF,Q8TY15,0.6363636363636364,0.7085714285714285,11
ESM-IF,Q8TY15,0.5454545454545454,0.7142857142857143,11
ESM-IF,Q8TY15,0.5454545454545454,0.72,11
ESM-IF,Q8TY15,0.5454545454545454,0.7085714285714285,11
ESM-IF,Q8TY15,0.5454545454545454,0.7171428571428572,11
ESM-IF,Q8TY15,0.5454545454545454,0.7228571428571429,11
MIF,Q8TY15,0.5454545454545454,0.5657142857142857,11
MIF,Q8TY15,0.5454545454545454,0.5285714285714286,11
MIF,Q8TY15,0.6363636363636364,0.5514285714285714,11
MIF,Q8TY15,0.5454545454545454,0.5571428571428572,11
MIF,Q8TY15,0.45454545454545453,0.56,11
MIF,Q8TY15,0.5454545454545454,0.5685714285714286,11
MIF,Q8TY15,0.36363636363636365,0.56,11
MIF,Q8TY15,0.6363636363636364,0.5857142857142857,11
MIF-ST,Q8TY15,0.18181818181818182,0.38285714285714284,11
MIF-ST,Q8TY15,0.18181818181818182,0.38,11
MIF-ST,Q8TY15,0.18181818181818182,0.35428571428571426,11
MIF-ST,Q8TY15,0.2727272727272727,0.38857142857142857,11
MIF-ST,Q8TY15,0.36363636363636365,0.38571428571428573,11
MIF-ST,Q8TY15,0.36363636363636365,0.38285714285714284,11
MIF-ST,Q8TY15,0.18181818181818182,0.3628571428571429,11
MIF-ST,Q8TY15,0.2727272727272727,0.42,11
ProteinMPNN,Q8TY15,0.6363636363636364,0.5371428571428571,11
ProteinMPNN,Q8TY15,0.7272727272727273,0.5342857142857143,11
ProteinMPNN,Q8TY15,0.5454545454545454,0.5257142857142857,11
ProteinMPNN,Q8TY15,0.5454545454545454,0.5514285714285714,11
ProteinMPNN,Q8TY15,0.7272727272727273,0.5542857142857143,11
ProteinMPNN,Q8TY15,0.6363636363636364,0.5371428571428571,11
ProteinMPNN,Q8TY15,0.7272727272727273,0.5457142857142857,11
ProteinMPNN,Q8TY15,0.6363636363636364,0.5342857142857143,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.4828571428571429,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.5171428571428571,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.5114285714285715,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.5028571428571429,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.5228571428571429,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.48,11
SolubleCaliby,Q8TY15,0.45454545454545453,0.5085714285714286,11
SolubleCaliby,Q8TY15,0.5454545454545454,0.5028571428571429,11
SolubleMPNN,Q8TY15,0.45454545454545453,0.5314285714285715,11
SolubleMPNN,Q8TY15,0.6363636363636364,0.5514285714285714,11
SolubleMPNN,Q8TY15,0.5454545454545454,0.5342857142857143,11
SolubleMPNN,Q8TY15,0.6363636363636364,0.5142857142857142,11
SolubleMPNN,Q8TY15,0.6363636363636364,0.5314285714285715,11
SolubleMPNN,Q8TY15,0.5454545454545454,0.5114285714285715,11
SolubleMPNN,Q8TY15,0.7272727272727273,0.5428571428571428,11
SolubleMPNN,Q8TY15,0.5454545454545454,0.5342857142857143,11
Caliby,Q980U8,0.14285714285714285,0.4590643274853801,7
Caliby,Q980U8,0.14285714285714285,0.4502923976608187,7
Caliby,Q980U8,0.14285714285714285,0.4649122807017544,7
Caliby,Q980U8,0.14285714285714285,0.4590643274853801,7
Caliby,Q980U8,0.14285714285714285,0.47368421052631576,7
Caliby,Q980U8,0.14285714285714285,0.47953216374269003,7
Caliby,Q980U8,0.14285714285714285,0.4444444444444444,7
Caliby,Q980U8,0.14285714285714285,0.43567251461988304,7
ESM-IF,Q980U8,1.0,0.6871345029239766,7
ESM-IF,Q980U8,1.0,0.6871345029239766,7
ESM-IF,Q980U8,1.0,0.6929824561403509,7
ESM-IF,Q980U8,1.0,0.6900584795321637,7
ESM-IF,Q980U8,1.0,0.7046783625730995,7
ESM-IF,Q980U8,1.0,0.7076023391812866,7
ESM-IF,Q980U8,1.0,0.7134502923976608,7
ESM-IF,Q980U8,1.0,0.6988304093567251,7
MIF,Q980U8,0.0,0.5233918128654971,7
MIF,Q980U8,0.14285714285714285,0.5380116959064327,7
MIF,Q980U8,0.0,0.5233918128654971,7
MIF,Q980U8,0.14285714285714285,0.5175438596491229,7
MIF,Q980U8,0.14285714285714285,0.5,7
MIF,Q980U8,0.14285714285714285,0.5233918128654971,7
MIF,Q980U8,0.14285714285714285,0.543859649122807,7
MIF,Q980U8,0.2857142857142857,0.5233918128654971,7
MIF-ST,Q980U8,0.42857142857142855,0.36257309941520466,7
MIF-ST,Q980U8,0.5714285714285714,0.37719298245614036,7
MIF-ST,Q980U8,0.2857142857142857,0.3508771929824561,7
MIF-ST,Q980U8,0.2857142857142857,0.3216374269005848,7
MIF-ST,Q980U8,0.14285714285714285,0.3713450292397661,7
MIF-ST,Q980U8,0.14285714285714285,0.38596491228070173,7
MIF-ST,Q980U8,0.2857142857142857,0.34502923976608185,7
MIF-ST,Q980U8,0.14285714285714285,0.391812865497076,7
ProteinMPNN,Q980U8,0.2857142857142857,0.5584795321637427,7
ProteinMPNN,Q980U8,0.5714285714285714,0.543859649122807,7
ProteinMPNN,Q980U8,0.5714285714285714,0.543859649122807,7
ProteinMPNN,Q980U8,0.2857142857142857,0.5350877192982456,7
ProteinMPNN,Q980U8,0.7142857142857143,0.5146198830409356,7
ProteinMPNN,Q980U8,0.42857142857142855,0.5175438596491229,7
ProteinMPNN,Q980U8,0.5714285714285714,0.564327485380117,7
ProteinMPNN,Q980U8,0.5714285714285714,0.5409356725146199,7
SolubleCaliby,Q980U8,0.14285714285714285,0.4619883040935672,7
SolubleCaliby,Q980U8,0.14285714285714285,0.4619883040935672,7
SolubleCaliby,Q980U8,0.14285714285714285,0.48830409356725146,7
SolubleCaliby,Q980U8,0.14285714285714285,0.4824561403508772,7
SolubleCaliby,Q980U8,0.14285714285714285,0.45321637426900585,7
SolubleCaliby,Q980U8,0.14285714285714285,0.5,7
SolubleCaliby,Q980U8,0.14285714285714285,0.4502923976608187,7
SolubleCaliby,Q980U8,0.14285714285714285,0.48830409356725146,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5233918128654971,7
SolubleMPNN,Q980U8,0.14285714285714285,0.564327485380117,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5526315789473685,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5409356725146199,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5087719298245614,7
SolubleMPNN,Q980U8,0.14285714285714285,0.52046783625731,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5526315789473685,7
SolubleMPNN,Q980U8,0.14285714285714285,0.5175438596491229,7
Caliby,Q9N2D5,0.35714285714285715,0.44200626959247646,14
Caliby,Q9N2D5,0.42857142857142855,0.45454545454545453,14
Caliby,Q9N2D5,0.35714285714285715,0.4169278996865204,14
Caliby,Q9N2D5,0.35714285714285715,0.45141065830721006,14
Caliby,Q9N2D5,0.5,0.43573667711598746,14
Caliby,Q9N2D5,0.35714285714285715,0.438871473354232,14
Caliby,Q9N2D5,0.35714285714285715,0.42946708463949845,14
Caliby,Q9N2D5,0.35714285714285715,0.438871473354232,14
ESM-IF,Q9N2D5,0.42857142857142855,0.658307210031348,14
ESM-IF,Q9N2D5,0.42857142857142855,0.6489028213166145,14
ESM-IF,Q9N2D5,0.42857142857142855,0.6739811912225705,14
ESM-IF,Q9N2D5,0.42857142857142855,0.6551724137931034,14
ESM-IF,Q9N2D5,0.42857142857142855,0.677115987460815,14
ESM-IF,Q9N2D5,0.42857142857142855,0.664576802507837,14
ESM-IF,Q9N2D5,0.42857142857142855,0.664576802507837,14
ESM-IF,Q9N2D5,0.42857142857142855,0.677115987460815,14
MIF,Q9N2D5,0.5,0.5109717868338558,14
MIF,Q9N2D5,0.5714285714285714,0.4827586206896552,14
MIF,Q9N2D5,0.42857142857142855,0.4952978056426332,14
MIF,Q9N2D5,0.35714285714285715,0.49843260188087773,14
MIF,Q9N2D5,0.6428571428571429,0.5391849529780565,14
MIF,Q9N2D5,0.5714285714285714,0.5329153605015674,14
MIF,Q9N2D5,0.5,0.5015673981191222,14
MIF,Q9N2D5,0.5,0.5109717868338558,14
MIF-ST,Q9N2D5,0.2857142857142857,0.3887147335423197,14
MIF-ST,Q9N2D5,0.21428571428571427,0.3605015673981191,14
MIF-ST,Q9N2D5,0.0,0.3824451410658307,14
MIF-ST,Q9N2D5,0.07142857142857142,0.4012539184952978,14
MIF-ST,Q9N2D5,0.14285714285714285,0.3761755485893417,14
MIF-ST,Q9N2D5,0.21428571428571427,0.31974921630094044,14
MIF-ST,Q9N2D5,0.14285714285714285,0.3542319749216301,14
MIF-ST,Q9N2D5,0.2857142857142857,0.34796238244514105,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.45768025078369906,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.47335423197492166,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.4890282131661442,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.45454545454545453,14
ProteinMPNN,Q9N2D5,0.35714285714285715,0.49216300940438873,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.5047021943573667,14
ProteinMPNN,Q9N2D5,0.2857142857142857,0.4827586206896552,14
ProteinMPNN,Q9N2D5,0.35714285714285715,0.4827586206896552,14
SolubleCaliby,Q9N2D5,0.5714285714285714,0.438871473354232,14
SolubleCaliby,Q9N2D5,0.5714285714285714,0.4200626959247649,14
SolubleCaliby,Q9N2D5,0.42857142857142855,0.4231974921630094,14
SolubleCaliby,Q9N2D5,0.42857142857142855,0.42946708463949845,14
SolubleCaliby,Q9N2D5,0.35714285714285715,0.4106583072100313,14
SolubleCaliby,Q9N2D5,0.35714285714285715,0.4263322884012539,14
SolubleCaliby,Q9N2D5,0.42857142857142855,0.4263322884012539,14
SolubleCaliby,Q9N2D5,0.5714285714285714,0.4263322884012539,14
SolubleMPNN,Q9N2D5,0.2857142857142857,0.48589341692789967,14
SolubleMPNN,Q9N2D5,0.2857142857142857,0.47335423197492166,14
SolubleMPNN,Q9N2D5,0.42857142857142855,0.4608150470219436,14
SolubleMPNN,Q9N2D5,0.35714285714285715,0.4827586206896552,14
SolubleMPNN,Q9N2D5,0.42857142857142855,0.4482758620689655,14
SolubleMPNN,Q9N2D5,0.2857142857142857,0.49216300940438873,14
SolubleMPNN,Q9N2D5,0.35714285714285715,0.4827586206896552,14
SolubleMPNN,Q9N2D5,0.21428571428571427,0.47962382445141066,14
AlkSecMPNN,Q980U8,0.2857142857142857,0.5964912280701754,7
AlkSecMPNN,Q980U8,0.2857142857142857,0.5847953216374269,7
AlkSecMPNN,Q980U8,0.14285714285714285,0.5526315789473685,7
AlkSecMPNN,Q980U8,0.2857142857142857,0.5906432748538012,7
AlkSecMPNN,Q980U8,0.14285714285714285,0.5730994152046783,7
AlkSecMPNN,Q980U8,0.42857142857142855,0.5877192982456141,7
AlkSecMPNN,Q980U8,0.2857142857142857,0.6169590643274854,7
AlkSecMPNN,Q980U8,0.2857142857142857,0.5877192982456141,7
AlkSecMPNN,O58832,0.0,0.6194690265486725,3
AlkSecMPNN,O58832,0.0,0.6224188790560472,3
AlkSecMPNN,O58832,0.0,0.6224188790560472,3
AlkSecMPNN,O58832,0.0,0.6135693215339233,3
AlkSecMPNN,O58832,0.0,0.6047197640117994,3
AlkSecMPNN,O58832,0.0,0.640117994100295,3
AlkSecMPNN,O58832,0.0,0.6194690265486725,3
AlkSecMPNN,O58832,0.0,0.6312684365781711,3
AlkSecMPNN,P02819,0.0,0.5333333333333333,4
AlkSecMPNN,P02819,0.25,0.5777777777777777,4
AlkSecMPNN,P02819,0.25,0.5111111111111111,4
AlkSecMPNN,P02819,0.25,0.5111111111111111,4
AlkSecMPNN,P02819,0.5,0.5555555555555556,4
AlkSecMPNN,P02819,0.25,0.5333333333333333,4
AlkSecMPNN,P02819,0.5,0.5111111111111111,4
AlkSecMPNN,P02819,0.25,0.5555555555555556,4
AlkSecMPNN,Q4R312,1.0,0.4358974358974359,4
AlkSecMPNN,Q4R312,1.0,0.46153846153846156,4
AlkSecMPNN,Q4R312,1.0,0.4230769230769231,4
AlkSecMPNN,Q4R312,1.0,0.4230769230769231,4
AlkSecMPNN,Q4R312,1.0,0.4358974358974359,4
AlkSecMPNN,Q4R312,1.0,0.4230769230769231,4
AlkSecMPNN,Q4R312,1.0,0.4358974358974359,4
AlkSecMPNN,Q4R312,1.0,0.4230769230769231,4
AlkSecMPNN,Q54FJ9,0.5833333333333334,0.524822695035461,24
AlkSecMPNN,Q54FJ9,0.625,0.5212765957446809,24
AlkSecMPNN,Q54FJ9,0.5416666666666666,0.4929078014184397,24
AlkSecMPNN,Q54FJ9,0.5416666666666666,0.5283687943262412,24
AlkSecMPNN,Q54FJ9,0.5833333333333334,0.5283687943262412,24
AlkSecMPNN,Q54FJ9,0.5833333333333334,0.5070921985815603,24
AlkSecMPNN,Q54FJ9,0.5833333333333334,0.5070921985815603,24
AlkSecMPNN,Q54FJ9,0.5833333333333334,0.5035460992907801,24
AlkSecMPNN,Q54JL0,0.3448275862068966,0.4917218543046358,29
AlkSecMPNN,Q54JL0,0.41379310344827586,0.4900662251655629,29
AlkSecMPNN,Q54JL0,0.41379310344827586,0.49503311258278143,29
AlkSecMPNN,Q54JL0,0.41379310344827586,0.5033112582781457,29
AlkSecMPNN,Q54JL0,0.3448275862068966,0.5082781456953642,29
AlkSecMPNN,Q54JL0,0.3793103448275862,0.4867549668874172,29
AlkSecMPNN,Q54JL0,0.41379310344827586,0.49834437086092714,29
AlkSecMPNN,Q54JL0,0.3793103448275862,0.4900662251655629,29
AlkSecMPNN,Q07938,0.25,0.49846153846153846,12
AlkSecMPNN,Q07938,0.16666666666666666,0.49846153846153846,12
AlkSecMPNN,Q07938,0.08333333333333333,0.5261538461538462,12
AlkSecMPNN,Q07938,0.0,0.5107692307692308,12
AlkSecMPNN,Q07938,0.25,0.5261538461538462,12
AlkSecMPNN,Q07938,0.16666666666666666,0.52,12
AlkSecMPNN,Q07938,0.0,0.5261538461538462,12
AlkSecMPNN,Q07938,0.08333333333333333,0.5323076923076923,12
AlkSecMPNN,Q6L047,0.4117647058823529,0.5730994152046783,17
AlkSecMPNN,Q6L047,0.23529411764705882,0.5701754385964912,17
AlkSecMPNN,Q6L047,0.35294117647058826,0.5701754385964912,17
AlkSecMPNN,Q6L047,0.4117647058823529,0.5701754385964912,17
AlkSecMPNN,Q6L047,0.29411764705882354,0.5584795321637427,17
AlkSecMPNN,Q6L047,0.4117647058823529,0.5789473684210527,17
AlkSecMPNN,Q6L047,0.35294117647058826,0.5730994152046783,17
